uid,fraud,ftype,risk_score,risk_cat,email_len,email_num_ratio,email_rand,disp_email,phone_score,uniq_dev,max_acc_dev,uniq_addr,max_acc_addr,uniq_pay,max_acc_pay,promo_ratio,reg2txn_min,newuser_voucher,txn_f1m,amt_f1m,avg_amt1m,promo_f1m,voucher_f1m,txn_f2m,amt_f2m,avg_amt2m,promo_f2m,voucher_f2m,txn_f3m,amt_f3m,avg_amt3m,promo_f3m,voucher_f3m,txn_f4m,amt_f4m,avg_amt4m,promo_f4m,voucher_f4m,txn_f5m,amt_f5m,avg_amt5m,promo_f5m,voucher_f5m,txn_f6m,amt_f6m,avg_amt6m,promo_f6m,voucher_f6m,max_acc_ip,login_v1h,login_v2h,login_v3h,login_v4h,login_v5h,login_v6h,login_v12h,login_v18h,login_v24h,ref_cnt,ref_ring,degree,comp_size,cluster,shared_ent,shared_device_count,shared_address_count,shared_payment_count,shared_ip_count
USR04298,False,normal,30,Low,28,0.0,3.452819531114783,False,0.2545454545454545,1,2,1,1,1,1,1.0,1280,1,0,0,0,0,0,0,0,0,0,0,1,1405500,1405500,50000,1,1,1405500,1405500,50000,1,1,1405500,1405500,50000,1,1,1405500,1405500,50000,1,103,0,0,0,0,0,0,1,1,1,0,0.0,173,9979,174,174,1,0,0,173
USR04299,False,normal,15,Low,27,0.0,3.0062389286533895,False,0.33999999999999997,1,2,1,1,1,1,0.0,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,661500,661500,0,0,1,661500,661500,0,0,101,0,0,0,0,0,0,1,2,2,0,0.0,123,9979,124,124,1,0,0,123
USR04300,True,shared_address_abuse,30,Low,22,0.0,3.0220552088742,False,0.2818181818181818,1,1,1,5,1,1,1.0,1959,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,757500,378750,70000,2,88,0,0,0,0,0,0,0,23,23,0,0.0,637,9979,638,675,0,4,0,671
USR04301,False,normal,15,Low,23,0.0,3.0269868333592873,False,0.3090909090909091,1,2,1,1,1,1,0.0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1114000,1114000,0,0,1,1114000,1114000,0,0,1,1114000,1114000,0,0,107,0,0,0,0,0,0,1,2,2,0,0.0,139,9979,140,141,1,0,0,140
USR04302,False,normal,30,Low,19,0.2222222222222222,2.94770277922009,False,0.21818181818181817,2,2,1,1,1,1,1.0,1503,1,0,0,0,0,0,1,4620500,4620500,50000,1,1,4620500,4620500,50000,1,1,4620500,4620500,50000,1,1,4620500,4620500,50000,1,1,4620500,4620500,50000,1,89,1,1,1,1,1,1,1,1,1,0,0.0,132,9979,133,132,2,0,0,130
USR04303,False,normal,30,Low,17,0.4,2.321928094887362,False,0.2545454545454545,2,2,1,1,1,1,1.0,789,2,0,0,0,0,0,0,0,0,0,0,2,284000,142000,60000,2,2,284000,142000,60000,2,2,284000,142000,60000,2,2,284000,142000,60000,2,96,0,0,0,0,0,0,1,1,2,0,0.0,179,9979,180,180,2,0,0,178
USR04304,False,normal,15,Low,23,0.0,2.8150724101159437,False,0.1909090909090909,1,2,1,1,1,1,0.0,2109,0,0,0,0,0,0,1,1816500,1816500,0,0,1,1816500,1816500,0,0,1,1816500,1816500,0,0,1,1816500,1816500,0,0,1,1816500,1816500,0,0,92,0,0,0,0,0,0,1,2,2,0,0.0,226,9979,227,233,1,0,0,232
USR04305,False,normal,15,Low,21,0.18181818181818182,3.027169118440619,False,0.37272727272727274,2,2,1,1,1,1,0.5,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5074500,2537250,50000,1,104,0,0,0,0,0,0,0,1,1,1,0.0,38,9979,39,38,2,0,0,36
USR04306,True,shared_address_abuse,30,Low,26,0.0,2.8073549220576037,False,0.3181818181818182,1,1,1,5,1,1,0.6666666666666666,3,1,0,0,0,0,0,2,243000,121500,20000,1,6,2336000,389333,90000,4,6,2336000,389333,90000,4,6,2336000,389333,90000,4,6,2336000,389333,90000,4,113,1,2,2,2,2,3,4,4,4,0,0.0,293,9979,294,302,0,4,0,298
USR04307,False,normal,30,Low,18,0.0,2.75,False,0.2545454545454545,1,2,1,1,1,1,0.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2222000,1111000,0,0,2,2222000,1111000,0,0,2,2222000,1111000,0,0,89,0,0,0,0,0,0,1,1,1,0,0.0,159,9979,160,159,1,0,0,158
USR04308,False,normal,30,Low,19,0.0,2.9477027792200903,False,0.2545454545454545,1,2,1,1,1,1,1.0,1580,1,0,0,0,0,0,0,0,0,0,0,2,201000,100500,63500,2,2,201000,100500,63500,2,2,201000,100500,63500,2,2,201000,100500,63500,2,101,0,0,0,0,0,0,1,1,1,0,0.0,168,9979,169,170,1,0,0,169
USR04309,False,normal,30,Low,24,0.0,2.8553885422075336,False,0.2545454545454545,1,2,1,1,1,1,0.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72000,72000,0,0,1,72000,72000,0,0,1,72000,72000,0,0,94,0,0,0,0,0,0,1,1,1,0,0.0,88,9979,89,89,1,0,0,88
USR04310,False,normal,15,Low,20,0.0,2.846439344671015,False,0.3181818181818182,1,2,1,1,1,1,0.0,1626,0,1,995000,995000,0,0,1,995000,995000,0,0,1,995000,995000,0,0,1,995000,995000,0,0,1,995000,995000,0,0,1,995000,995000,0,0,98,6,6,6,6,6,6,6,6,6,0,0.0,83,9979,84,83,1,0,0,82
USR04311,False,normal,30,Low,25,0.4166666666666667,3.418295834054489,True,0.2818181818181818,1,2,1,1,1,1,1.0,59,1,1,169500,169500,50000,1,1,169500,169500,50000,1,1,169500,169500,50000,1,1,169500,169500,50000,1,1,169500,169500,50000,1,1,169500,169500,50000,1,109,4,4,4,4,4,4,4,4,4,0,0.0,88,9979,89,88,1,0,0,87
USR04312,True,voucher_farming,15,Low,17,0.0,2.2359263506290326,False,0.3090909090909091,1,1,1,1,1,1,0.0,1377,0,0,0,0,0,0,1,69000,69000,0,0,1,69000,69000,0,0,1,69000,69000,0,0,1,69000,69000,0,0,1,69000,69000,0,0,83,8,8,8,8,8,8,8,8,8,0,0.0,236,9979,237,239,0,0,0,239
USR04313,False,normal,30,Low,20,0.0,2.9219280948873623,False,0.5272727272727272,2,2,1,1,1,1,1.0,696,1,0,0,0,0,0,1,825000,825000,50000,1,1,825000,825000,50000,1,1,825000,825000,50000,1,1,825000,825000,50000,1,1,825000,825000,50000,1,100,6,6,6,6,6,6,6,6,6,0,0.0,228,9979,229,231,2,0,0,229
USR04314,False,normal,30,Low,26,0.0,3.1820058147602133,False,0.24000000000000002,1,2,1,1,1,1,1.0,807,1,1,583000,583000,50000,1,1,583000,583000,50000,1,1,583000,583000,50000,1,1,583000,583000,50000,1,1,583000,583000,50000,1,1,583000,583000,50000,1,90,3,3,3,3,3,3,3,3,3,0,0.0,146,9979,147,147,1,0,0,146
USR04315,False,normal,15,Low,17,0.2857142857142857,2.807354922057604,False,0.3818181818181818,1,2,1,1,1,1,0.0,205,0,0,0,0,0,0,0,0,0,0,0,1,87000,87000,0,0,1,87000,87000,0,0,1,87000,87000,0,0,1,87000,87000,0,0,92,0,0,0,0,0,1,1,1,1,0,0.0,103,9979,104,110,1,0,0,109
USR04316,False,normal,45,Medium,24,0.0,3.4677201004745006,False,0.1909090909090909,1,2,1,1,1,1,1.0,5,1,0,0,0,0,0,0,0,0,0,0,1,359000,359000,50000,1,1,359000,359000,50000,1,1,359000,359000,50000,1,1,359000,359000,50000,1,90,0,0,0,0,0,0,0,1,1,0,0.0,89,9979,90,90,1,0,0,89
USR04317,False,normal,30,Low,23,0.0,2.873140679513133,False,0.21000000000000002,1,2,1,1,1,1,1.0,462,1,1,95000,95000,50000,1,1,95000,95000,50000,1,1,95000,95000,50000,1,1,95000,95000,50000,1,1,95000,95000,50000,1,1,95000,95000,50000,1,93,4,4,4,4,4,4,4,4,4,0,0.0,106,9979,107,106,1,0,0,105
USR04318,False,normal,15,Low,25,0.0,2.973557262275185,False,0.37272727272727274,1,2,1,1,1,1,0.0,1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1184500,1184500,0,0,1,1184500,1184500,0,0,101,0,0,0,0,0,0,0,1,1,0,0.0,84,9979,85,84,1,0,0,83
USR04319,True,shared_payment_abuse,30,Low,17,0.2857142857142857,2.5216406363433186,False,0.1909090909090909,1,1,1,1,1,6,1.0,1032,1,0,0,0,0,0,0,0,0,0,0,3,6475500,2158500,70000,3,3,6475500,2158500,70000,3,3,6475500,2158500,70000,3,3,6475500,2158500,70000,3,91,0,0,0,0,0,0,1,1,2,0,0.0,144,9979,145,144,0,0,5,139
USR04320,False,normal,30,Low,17,0.0,2.5216406363433186,False,0.3818181818181818,2,2,1,1,1,1,1.0,1764,1,0,0,0,0,0,0,0,0,0,0,1,4003500,4003500,50000,1,1,4003500,4003500,50000,1,1,4003500,4003500,50000,1,1,4003500,4003500,50000,1,116,0,0,0,0,0,0,0,1,1,0,0.0,242,9979,243,246,2,0,0,244
USR04321,False,normal,30,Low,24,0.0,2.950212064914747,False,0.3090909090909091,2,2,1,1,1,1,1.0,1007,1,0,0,0,0,0,1,87000,87000,50000,1,1,87000,87000,50000,1,1,87000,87000,50000,1,1,87000,87000,50000,1,1,87000,87000,50000,1,108,1,1,1,1,1,1,1,1,1,0,0.0,114,9979,115,116,2,0,0,114
USR04322,False,normal,15,Low,25,0.0,2.345851989338261,False,0.40909090909090906,1,2,1,1,1,1,0.0,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119000,119000,0,0,1,119000,119000,0,0,1,119000,119000,0,0,98,0,0,0,0,0,0,1,2,2,0,0.0,89,9979,90,89,1,0,0,88
USR04323,False,normal,60,Medium,20,0.5,3.1219280948873624,False,0.43999999999999995,1,3,1,1,1,1,1.0,5,1,1,1368500,1368500,50000,1,1,1368500,1368500,50000,1,1,1368500,1368500,50000,1,1,1368500,1368500,50000,1,1,1368500,1368500,50000,1,1,1368500,1368500,50000,1,101,1,1,1,1,1,1,1,1,2,0,0.0,145,9979,146,147,2,0,0,145
USR04324,True,shared_address_abuse,45,Medium,24,0.0,3.182005814760214,False,0.2545454545454545,1,1,1,5,1,1,1.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5416500,5416500,50000,1,1,5416500,5416500,50000,1,1,5416500,5416500,50000,1,102,0,0,0,0,0,3,19,19,19,0,0.0,534,9979,535,555,0,4,0,551
USR04325,False,normal,30,Low,24,0.0,3.182005814760214,False,0.12727272727272723,1,2,1,1,1,1,1.0,862,1,0,0,0,0,0,0,0,0,0,0,1,5894500,5894500,50000,1,1,5894500,5894500,50000,1,1,5894500,5894500,50000,1,1,5894500,5894500,50000,1,92,0,0,0,0,0,0,1,1,2,0,0.0,1,9979,2,1,1,0,0,0
USR04326,True,voucher_farming,40,Medium,24,0.35714285714285715,3.521640636343319,False,0.34545454545454546,1,1,1,1,1,1,0.7,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5658000,565800,350000,7,10,5658000,565800,350000,7,10,5658000,565800,350000,7,32,0,0,0,0,0,0,0,1,1,0,0.0,58,9979,59,58,0,0,0,58
USR04327,False,normal,30,Low,22,0.0,2.918295834054489,False,0.2818181818181818,1,2,1,1,1,1,1.0,459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,202000,202000,50000,1,1,202000,202000,50000,1,1,202000,202000,50000,1,101,0,0,0,0,0,0,1,1,1,0,0.0,133,9979,134,134,1,0,0,133
USR04328,False,normal,15,Low,17,0.2857142857142857,2.807354922057604,False,0.1909090909090909,1,2,1,1,1,1,0.0,2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38500,38500,0,0,1,38500,38500,0,0,1,38500,38500,0,0,109,0,0,0,0,0,0,1,2,2,0,0.0,237,9979,238,240,1,0,0,239
USR04329,False,normal,45,Medium,20,0.0,2.8464393446710154,False,0.21818181818181817,1,2,1,1,1,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,166500,166500,50000,1,1,166500,166500,50000,1,1,166500,166500,50000,1,1,166500,166500,50000,1,101,0,0,0,0,0,0,0,1,1,0,0.0,165,9979,166,165,1,0,0,164
USR04330,False,normal,15,Low,20,0.25,3.0,False,0.2545454545454545,1,2,1,1,1,1,0.0,1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,296000,296000,0,0,1,296000,296000,0,0,102,0,0,0,0,0,0,1,1,2,0,0.0,168,9979,169,169,1,0,0,168
USR04331,True,shared_address_abuse,70,High,23,0.0,3.0269868333592873,False,0.2545454545454545,1,1,1,5,1,1,0.75,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1111000,1111000,10000,1,4,1949000,487250,70000,3,110,11,11,11,11,11,11,11,11,11,0,0.0,381,9979,382,398,0,4,0,394
USR04332,False,normal,15,Low,18,0.25,2.5,False,0.21000000000000002,1,2,1,1,1,1,0.0,1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1030000,515000,0,0,2,1030000,515000,0,0,108,0,0,0,0,0,0,1,1,1,0,0.0,87,9979,88,87,1,0,0,86
USR04333,False,normal,30,Low,25,0.0,2.9735572622751847,False,0.2818181818181818,1,2,1,1,1,1,1.0,206,1,0,0,0,0,0,1,806500,806500,50000,1,1,806500,806500,50000,1,1,806500,806500,50000,1,1,806500,806500,50000,1,1,806500,806500,50000,1,102,2,2,2,2,2,2,2,2,2,0,0.0,234,9979,235,238,1,0,0,237
USR04334,False,normal,30,Low,19,0.0,2.4193819456463714,False,0.1909090909090909,1,2,1,1,1,1,1.0,878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1081500,1081500,50000,1,1,1081500,1081500,50000,1,1,1081500,1081500,50000,1,98,0,0,0,0,0,0,0,1,1,0,0.0,74,9979,75,74,1,0,0,73
USR04335,True,shared_payment_abuse,15,Low,20,0.25,2.75,False,0.43636363636363634,1,1,1,1,1,6,0.75,424,2,0,0,0,0,0,0,0,0,0,0,2,522500,261250,10000,1,4,712500,178125,70000,3,4,712500,178125,70000,3,4,712500,178125,70000,3,97,1,1,1,1,1,2,3,4,5,0,0.0,363,9979,364,375,0,0,5,370
USR04336,True,referral_abuse,30,Low,19,0.2222222222222222,3.169925001442312,False,0.21818181818181817,1,1,1,1,1,1,0.6,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1212000,242400,80000,3,5,1212000,242400,80000,3,5,1212000,242400,80000,3,99,0,0,0,0,0,0,0,13,13,0,0.0,249,9979,250,257,0,0,0,257
USR04337,False,normal,15,Low,23,0.0,3.0957952550009344,False,0.2545454545454545,1,2,1,1,1,1,0.3333333333333333,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3838000,1919000,10000,1,3,4262500,1420833,10000,1,3,4262500,1420833,10000,1,103,0,0,0,0,0,0,1,1,1,0,0.0,65,9979,66,65,1,0,0,64
USR04338,True,shared_device_abuse,45,Medium,26,0.0,3.25,False,0.43636363636363634,1,5,1,1,1,1,1.0,1038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,904500,301500,70000,3,3,904500,301500,70000,3,3,904500,301500,70000,3,56,0,1,1,1,1,2,2,2,2,0,0.0,69,9979,70,69,4,0,0,65
USR04339,False,normal,30,Low,22,0.0,2.5220552088742005,False,0.24000000000000002,1,2,1,1,1,1,0.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1891000,945500,10000,1,2,1891000,945500,10000,1,101,0,0,0,0,0,0,1,1,2,0,0.0,109,9979,110,109,1,0,0,108
USR04340,False,normal,15,Low,21,0.0,2.94770277922009,False,0.2545454545454545,1,2,1,1,1,1,0.0,1937,0,0,0,0,0,0,0,0,0,0,0,1,165000,165000,0,0,1,165000,165000,0,0,1,165000,165000,0,0,1,165000,165000,0,0,90,0,0,0,0,0,0,1,1,1,0,0.0,106,9979,107,106,1,0,0,105
USR04341,True,referral_abuse,15,Low,27,0.0,2.7329145639793975,False,0.1909090909090909,1,1,1,1,1,1,0.75,1512,2,0,0,0,0,0,4,4234500,1058625,70000,3,4,4234500,1058625,70000,3,4,4234500,1058625,70000,3,4,4234500,1058625,70000,3,4,4234500,1058625,70000,3,95,0,1,1,2,2,2,2,2,3,0,0.0,106,9979,107,106,0,0,0,106
USR04342,False,normal,15,Low,25,0.0,3.180832987205441,False,0.46363636363636357,1,2,1,1,1,1,0.0,715,0,0,0,0,0,0,0,0,0,0,0,1,817000,817000,0,0,2,6125500,3062750,0,0,2,6125500,3062750,0,0,2,6125500,3062750,0,0,90,0,0,0,0,0,0,1,1,1,0,0.0,235,9979,236,240,1,0,0,239
USR04343,True,shared_device_abuse,30,Low,23,0.0,2.5503407095463886,False,0.2818181818181818,1,4,1,1,1,1,0.5,462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,208000,104000,50000,1,2,208000,104000,50000,1,2,208000,104000,50000,1,53,0,0,0,0,0,0,9,15,15,0,0.0,402,9979,403,421,3,0,0,418
USR04344,False,normal,15,Low,24,0.0,2.8962915290459277,False,0.33999999999999997,1,2,1,1,1,1,0.75,1708,1,0,0,0,0,0,2,2580500,1290250,30000,2,4,9036500,2259125,40000,3,4,9036500,2259125,40000,3,4,9036500,2259125,40000,3,4,9036500,2259125,40000,3,89,0,0,0,0,0,0,1,1,1,0,0.0,234,9979,235,245,1,0,0,244
USR04345,True,shared_payment_abuse,25,Low,24,0.0,3.188721875540867,False,0.34545454545454546,1,1,1,1,1,6,0.7142857142857143,690,3,3,1971000,657000,80000,3,7,2635000,376428,110000,5,7,2635000,376428,110000,5,7,2635000,376428,110000,5,7,2635000,376428,110000,5,7,2635000,376428,110000,5,92,0,0,0,0,0,0,1,4,4,0,0.0,366,9979,367,378,0,0,5,373
USR04346,False,normal,15,Low,17,0.2857142857142857,2.807354922057604,False,0.21818181818181817,1,2,1,1,1,1,0.0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1379500,1379500,0,0,1,1379500,1379500,0,0,91,0,0,0,0,0,0,1,1,2,0,0.0,254,9979,255,257,1,0,0,256
USR04347,False,normal,30,Low,24,0.45454545454545453,3.0957952550009344,True,0.34545454545454546,1,2,1,1,1,1,1.0,1502,1,0,0,0,0,0,0,0,0,0,0,1,321000,321000,50000,1,1,321000,321000,50000,1,1,321000,321000,50000,1,1,321000,321000,50000,1,109,0,0,0,0,0,0,1,1,2,0,0.0,192,9979,193,194,1,0,0,193
USR04348,True,shared_device_abuse,45,Medium,18,0.25,2.5,False,0.3181818181818182,1,3,1,1,1,1,0.6666666666666666,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9034000,1505666,100000,4,6,9034000,1505666,100000,4,6,9034000,1505666,100000,4,110,0,0,0,0,0,0,0,0,14,0,0.0,241,9979,242,244,2,0,0,242
USR04349,False,normal,15,Low,22,0.0,2.2841591278514217,False,0.3636363636363636,1,2,1,1,1,1,0.0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,282500,282500,0,0,1,282500,282500,0,0,100,0,0,0,0,0,0,0,0,1,0,0.0,146,9979,147,148,1,0,0,147
USR04350,False,normal,30,Low,21,0.0,3.095795255000934,False,0.3090909090909091,1,2,1,1,1,1,1.0,1749,1,1,197500,197500,50000,1,1,197500,197500,50000,1,1,197500,197500,50000,1,1,197500,197500,50000,1,1,197500,197500,50000,1,1,197500,197500,50000,1,103,9,9,9,9,9,9,9,9,9,0,0.0,147,9979,148,150,1,0,0,149
USR04351,False,normal,15,Low,18,0.0,2.4056390622295662,False,0.24000000000000002,1,2,1,1,1,1,0.0,714,0,0,0,0,0,0,1,318500,318500,0,0,1,318500,318500,0,0,1,318500,318500,0,0,1,318500,318500,0,0,1,318500,318500,0,0,95,3,3,3,3,3,3,3,3,3,0,0.0,134,9979,135,134,1,0,0,133
USR04352,False,normal,45,Medium,23,0.0,3.0957952550009344,False,0.21818181818181817,1,2,1,1,1,1,1.0,17,1,1,299500,299500,50000,1,1,299500,299500,50000,1,1,299500,299500,50000,1,1,299500,299500,50000,1,1,299500,299500,50000,1,1,299500,299500,50000,1,107,6,6,6,6,6,6,6,6,6,0,0.0,214,9979,215,219,1,0,0,218
USR04353,False,normal,30,Low,20,0.0,2.721928094887362,False,0.12727272727272723,1,2,1,1,1,1,1.0,1003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37000,37000,37000,1,1,37000,37000,37000,1,102,0,0,0,0,0,0,1,2,2,0,0.0,197,9979,198,197,1,0,0,196
USR04354,True,shared_payment_abuse,15,Low,18,0.3333333333333333,2.2516291673878226,False,0.2818181818181818,1,1,1,1,1,6,0.75,449,1,0,0,0,0,0,0,0,0,0,0,4,604000,151000,76500,3,4,604000,151000,76500,3,4,604000,151000,76500,3,4,604000,151000,76500,3,94,1,1,1,2,2,2,2,2,4,0,0.0,437,9979,438,460,0,0,5,455
USR04355,False,normal,30,Low,25,0.0,3.1395722619867223,False,0.2545454545454545,1,2,1,1,1,1,1.0,738,1,1,6297000,6297000,50000,1,1,6297000,6297000,50000,1,1,6297000,6297000,50000,1,1,6297000,6297000,50000,1,1,6297000,6297000,50000,1,1,6297000,6297000,50000,1,106,2,2,2,2,2,2,2,2,2,0,0.0,192,9979,193,193,1,0,0,192
USR04356,False,normal,15,Low,22,0.0,2.921928094887362,False,0.21818181818181817,1,2,1,1,1,1,0.0,1306,0,0,0,0,0,0,1,704500,704500,0,0,1,704500,704500,0,0,1,704500,704500,0,0,1,704500,704500,0,0,1,704500,704500,0,0,95,1,1,1,1,1,1,1,1,1,0,0.0,68,9979,69,68,1,0,0,67
USR04357,False,normal,15,Low,20,0.0,2.5,False,0.21818181818181817,1,2,1,1,1,1,0.0,1861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76000,76000,0,0,1,76000,76000,0,0,103,0,0,0,0,0,0,1,1,1,0,0.0,81,9979,82,82,1,0,0,81
USR04358,False,normal,15,Low,22,0.5,3.321928094887362,True,0.1545454545454545,1,2,1,1,1,1,0.0,2156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,162000,162000,0,0,100,0,0,0,0,0,0,1,1,1,1,0.0,31,9979,32,31,1,0,0,30
USR04359,False,normal,45,Medium,25,0.0,3.180832987205441,False,0.1909090909090909,2,3,1,1,1,1,1.0,817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,400500,400500,50000,1,1,400500,400500,50000,1,1,400500,400500,50000,1,98,0,0,0,0,0,0,0,1,1,0,0.0,81,9979,82,82,3,0,0,79
USR04360,True,voucher_farming,30,Low,24,0.45454545454545453,3.0957952550009344,True,0.37272727272727274,1,1,1,1,1,1,1.0,1925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,355500,355500,50000,1,27,0,0,0,0,0,0,0,0,1,0,0.0,26,9979,27,26,0,0,0,26
USR04361,False,normal,30,Low,28,0.0,3.077819531114783,False,0.34545454545454546,2,2,1,1,1,1,1.0,913,1,0,0,0,0,0,1,174500,174500,50000,1,1,174500,174500,50000,1,1,174500,174500,50000,1,1,174500,174500,50000,1,1,174500,174500,50000,1,110,2,2,2,2,2,2,2,2,2,0,0.0,73,9979,74,73,2,0,0,71
USR04362,True,voucher_farming,15,Low,19,0.0,2.94770277922009,False,0.5545454545454546,1,1,1,1,1,1,0.6666666666666666,2685,2,3,750000,250000,100000,2,3,750000,250000,100000,2,3,750000,250000,100000,2,3,750000,250000,100000,2,3,750000,250000,100000,2,3,750000,250000,100000,2,54,2,2,2,2,2,2,2,2,2,0,0.0,100,9979,101,103,0,0,0,103
USR04363,False,normal,30,Low,20,0.25,2.4056390622295662,False,0.21818181818181817,2,2,1,1,1,1,1.0,450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2994500,2994500,50000,1,1,2994500,2994500,50000,1,104,0,0,0,0,0,0,1,1,2,0,0.0,201,9979,202,204,2,0,0,202
USR04364,True,shared_payment_abuse,30,Low,25,0.0,2.9232314287976204,False,0.30999999999999994,1,1,1,1,1,6,0.16666666666666666,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1826000,913000,20000,1,6,3598000,599666,20000,1,103,0,0,0,1,1,1,4,5,5,0,0.0,309,9979,310,317,0,0,5,312
USR04365,False,normal,30,Low,24,0.5555555555555556,3.169925001442312,True,0.2818181818181818,1,2,1,1,1,1,1.0,1270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2259500,2259500,50000,1,1,2259500,2259500,50000,1,1,2259500,2259500,50000,1,116,0,0,0,0,0,0,1,1,2,0,0.0,160,9979,161,164,1,0,0,163
USR04366,False,normal,30,Low,21,0.0,3.277613436819116,False,0.34545454545454546,1,2,1,1,1,1,1.0,1806,1,0,0,0,0,0,1,121000,121000,50000,1,1,121000,121000,50000,1,1,121000,121000,50000,1,1,121000,121000,50000,1,1,121000,121000,50000,1,105,1,1,1,1,1,1,1,1,1,0,0.0,126,9979,127,126,1,0,0,125
USR04367,False,normal,15,Low,20,0.0,2.446439344671015,False,0.37272727272727274,1,2,1,1,1,1,0.0,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,353000,353000,0,0,1,353000,353000,0,0,1,353000,353000,0,0,124,0,0,0,0,0,0,0,1,1,0,0.0,92,9979,93,92,1,0,0,91
USR04368,True,shared_payment_abuse,30,Low,19,0.2857142857142857,2.5216406363433186,False,0.2818181818181818,1,1,1,1,1,6,0.42857142857142855,20,0,0,0,0,0,0,0,0,0,0,0,3,1186000,395333,10000,1,7,1896000,270857,40000,3,7,1896000,270857,40000,3,7,1896000,270857,40000,3,113,0,0,12,25,25,25,25,25,25,0,0.0,475,9979,476,506,0,0,5,501
USR04369,True,shared_device_abuse,55,Medium,29,0.0,3.4992275471326932,False,0.37272727272727274,1,3,1,1,1,1,0.875,484,4,0,0,0,0,0,1,143500,143500,50000,1,8,2093500,261687,120000,7,8,2093500,261687,120000,7,8,2093500,261687,120000,7,8,2093500,261687,120000,7,105,0,0,9,9,9,9,9,9,9,0,0.0,115,9979,116,116,2,0,0,114
USR04370,True,voucher_farming,30,Low,20,0.0,2.6464393446710153,False,0.3090909090909091,1,1,1,1,1,1,1.0,10967,1,1,514000,514000,50000,1,1,514000,514000,50000,1,1,514000,514000,50000,1,1,514000,514000,50000,1,1,514000,514000,50000,1,1,514000,514000,50000,1,75,0,0,0,0,0,0,1,1,1,0,0.0,40,9979,41,40,0,0,0,40
USR04371,False,normal,45,Medium,20,0.0,2.9219280948873623,False,0.34545454545454546,1,3,1,1,1,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,645000,645000,0,0,1,645000,645000,0,0,1,645000,645000,0,0,92,0,0,0,0,0,0,2,2,2,0,0.0,210,9979,211,216,2,0,0,214
USR04372,False,normal,15,Low,25,0.5,2.6464393446710153,True,0.34545454545454546,1,2,1,1,1,1,0.4,1297,1,1,511000,511000,0,0,2,1078000,539000,20000,1,5,3013500,602700,40000,2,5,3013500,602700,40000,2,5,3013500,602700,40000,2,5,3013500,602700,40000,2,105,0,0,0,0,0,1,1,1,1,0,0.0,124,9979,125,125,1,0,0,124
